DateTime,Number of sales,Sales USD,Average USD,Active market wallets,Unique buyers
2022-11-27,271.0,6492601.21,23957.94,321.0,174.0
2022-11-28,146.0,3872567.0,26524.43,163.0,92.0
2022-11-29,93.0,1873803.61,20148.43,143.0,79.0
2022-11-30,101.0,2731187.51,27041.46,145.0,85.0
2022-12-01,60.0,1420088.4,24069.29,95.0,50.0
2022-12-02,75.0,1768234.32,23576.46,93.0,54.0
2022-12-03,69.0,1547392.07,22425.97,107.0,60.0
2022-12-04,110.0,2615995.15,23781.77,160.0,93.0
2022-12-05,140.0,3330432.11,23788.8,170.0,94.0
2022-12-06,192.0,4749571.14,24737.35,234.0,128.0
2022-12-07,110.0,2517452.07,22885.93,135.0,82.0
2022-12-08,108.0,3588545.58,33227.27,145.0,79.0
2022-12-09,148.0,3669295.87,24792.54,168.0,97.0
2022-12-10,345.0,8207565.67,23790.05,294.0,158.0
2022-12-11,361.0,7533235.34,20867.69,287.0,182.0
2022-12-12,310.0,5837139.04,18829.48,275.0,162.0
2022-12-13,248.0,6905813.61,27846.02,225.0,137.0
