DateTime,Number of sales,Sales USD,Average USD,Active market wallets,Unique buyers
2021-04-11,474.0,470087.76,991.75,355.0,231.0
2021-04-12,213.0,215306.23,1010.83,205.0,122.0
2021-04-13,345.0,297626.46,862.69,209.0,136.0
2021-04-14,528.0,285103.76,539.97,297.0,238.0
2021-04-15,108.0,183260.43,1696.86,117.0,64.0
2021-04-16,729.0,341426.34,468.35,505.0,476.0
2021-04-17,86.0,104007.86,1209.39,99.0,54.0
2021-04-18,65.0,70700.73,1087.7,75.0,39.0
2021-04-19,77.0,51521.38,669.11,74.0,37.0
2021-04-20,45.0,23770.87,528.24,62.0,37.0
2021-04-21,82.0,95302.33,1162.22,93.0,50.0
2021-04-22,48.0,90378.39,1882.88,66.0,33.0
2021-04-23,878.0,613950.81,699.26,565.0,550.0
2021-04-24,299.0,174332.22,583.05,176.0,117.0
2021-04-25,159.0,155934.25,980.72,118.0,71.0
2021-04-26,395.0,228101.3,577.47,226.0,168.0
2021-04-27,134.0,222679.52,1661.79,134.0,74.0
2021-04-28,85.0,84269.72,991.41,97.0,49.0
2021-04-29,153.0,67190.5,439.15,113.0,73.0
2021-04-30,814.0,398116.16,489.09,657.0,628.0
2021-05-01,460.0,258408.68,561.76,291.0,211.0
2021-05-02,133.0,115847.32,871.03,139.0,69.0
2021-05-03,85.0,129599.1,1524.7,107.0,50.0
2021-05-04,171.0,76987.55,450.22,128.0,98.0
2021-05-05,101.0,41698.72,412.86,97.0,66.0
2021-05-06,65.0,82679.29,1271.99,83.0,48.0
2021-05-07,478.0,347194.47,726.35,391.0,357.0
2021-05-08,97.0,63951.71,659.3,98.0,61.0
2021-05-09,90.0,73740.75,819.34,81.0,65.0
2021-05-10,21.0,98756.08,4702.67,35.0,20.0
2021-05-11,6.0,29965.31,4994.22,12.0,6.0
2021-05-12,12.0,178680.97,14890.08,20.0,11.0
2021-05-13,39.0,39626.23,1016.06,47.0,20.0
2021-05-14,1115.0,623674.66,559.35,726.0,702.0
2021-05-15,171.0,174010.86,1017.61,159.0,85.0
2021-05-16,65.0,104517.83,1607.97,77.0,31.0
2021-05-17,99.0,135410.96,1367.79,118.0,57.0
2021-05-18,174.0,178879.3,1028.04,191.0,103.0
2021-05-19,110.0,115150.91,1046.83,112.0,51.0
2021-05-20,110.0,84287.27,766.25,117.0,63.0
2021-05-21,343.0,204384.25,595.87,262.0,205.0
2021-05-22,296.0,98490.75,332.74,173.0,136.0
2021-05-23,77.0,63454.95,824.09,83.0,51.0
2021-05-24,151.0,56636.51,375.08,127.0,72.0
2021-05-25,176.0,150501.27,855.12,139.0,74.0
2021-05-26,48.0,32379.83,674.58,62.0,35.0
2021-05-27,68.0,30692.71,451.36,84.0,42.0
2021-05-28,571.0,160811.8,281.63,406.0,371.0
2021-05-29,688.0,155175.7,225.55,312.0,282.0
2021-05-30,73.0,33700.15,461.65,95.0,47.0
2021-05-31,438.0,114900.75,262.33,220.0,183.0
2021-06-01,403.0,175426.79,435.3,186.0,153.0
2021-06-02,62.0,43130.26,695.65,88.0,45.0
2021-06-03,83.0,97902.76,1179.55,101.0,48.0
2021-06-04,61.0,27527.08,451.26,79.0,45.0
2021-06-05,31.0,14833.55,478.5,51.0,25.0
2021-06-06,46.0,21911.3,476.33,50.0,23.0
2021-06-07,37.0,40105.52,1083.93,54.0,26.0
2021-06-08,40.0,75047.67,1876.19,51.0,29.0
2021-06-09,48.0,108056.18,2251.17,61.0,29.0
2021-06-10,79.0,104256.31,1319.7,93.0,39.0
2021-06-11,1252.0,762239.08,608.82,1067.0,1039.0
2021-06-12,260.0,283243.51,1089.4,202.0,85.0
2021-06-13,386.0,194061.14,502.75,273.0,167.0
2021-06-14,86.0,139797.58,1625.55,111.0,48.0
2021-06-15,227.0,565814.55,2492.58,206.0,88.0
2021-06-16,376.0,339160.5,902.02,279.0,156.0
2021-06-17,275.0,454222.11,1651.72,220.0,113.0
2021-06-18,1314.0,705884.84,537.2,910.0,839.0
2021-06-19,253.0,238874.16,944.17,231.0,131.0
2021-06-20,501.0,472569.97,943.25,305.0,215.0
2021-06-21,428.0,615686.38,1438.52,334.0,120.0
2021-06-22,332.0,596364.57,1796.28,317.0,121.0
2021-06-23,435.0,432502.34,994.26,356.0,193.0
2021-06-24,2119.0,883859.74,417.11,586.0,450.0
2021-06-25,2016.0,1428953.83,708.81,1374.0,1217.0
2021-06-26,1304.0,660764.37,506.72,531.0,342.0
2021-06-27,633.0,550035.53,868.93,460.0,261.0
2021-06-28,1616.0,965354.96,597.37,882.0,559.0
2021-06-29,762.0,805486.73,1057.07,598.0,351.0
2021-06-30,903.0,857443.08,949.55,749.0,610.0
2021-07-01,399.0,605362.98,1517.2,418.0,213.0
2021-07-02,1394.0,917128.65,657.91,967.0,762.0
2021-07-03,1012.0,768545.16,759.43,872.0,716.0
2021-07-04,373.0,434939.46,1166.06,362.0,199.0
2021-07-05,1582.0,614362.97,388.35,1238.0,1137.0
2021-07-06,189.0,413905.84,2189.98,259.0,115.0
2021-07-07,1316.0,539469.64,409.93,800.0,689.0
2021-07-08,255.0,459027.42,1800.11,309.0,137.0
2021-07-09,659.0,493491.79,748.85,576.0,442.0
2021-07-10,1320.0,569382.37,431.35,706.0,576.0
2021-07-11,1016.0,517908.47,509.75,645.0,528.0
2021-07-12,315.0,694337.31,2204.25,342.0,168.0
2021-07-13,713.0,1093289.93,1533.37,542.0,317.0
2021-07-14,831.0,1017664.84,1224.63,779.0,579.0
2021-07-15,1271.0,2723815.11,2143.05,1006.0,709.0
2021-07-16,1620.0,3671776.81,2266.53,1199.0,637.0
2021-07-17,3350.0,2800072.32,835.84,1975.0,1542.0
2021-07-18,930.0,1382074.95,1486.1,828.0,400.0
2021-07-19,1437.0,1598932.91,1112.69,1143.0,834.0
2021-07-20,469.0,740896.19,1579.74,477.0,234.0
2021-07-21,1423.0,1285424.47,903.32,1133.0,933.0
2021-07-22,553.0,1061188.63,1918.97,582.0,284.0
2021-07-23,1942.0,2356043.61,1213.2,1564.0,1380.0
2021-07-24,514.0,1356871.26,2639.83,488.0,245.0
2021-07-25,747.0,3444164.86,4610.66,630.0,269.0
2021-07-26,2136.0,7036134.33,3294.07,1249.0,782.0
2021-07-27,2880.0,4618928.29,1603.79,1453.0,926.0
2021-07-28,1583.0,3764306.88,2377.96,1239.0,998.0
2021-07-29,666.0,3121494.22,4686.93,590.0,293.0
2021-07-30,1922.0,3986947.86,2074.37,1504.0,1285.0
2021-07-31,6290.0,14792571.64,2351.76,2505.0,2161.0
2021-08-01,4983.0,17990439.76,3610.36,3069.0,2237.0
2021-08-02,8477.0,8657352.72,1021.28,3753.0,3250.0
2021-08-03,2258.0,4357882.48,1929.97,1779.0,1301.0
2021-08-04,1950.0,6577781.61,3373.22,1637.0,1164.0
2021-08-05,827.0,3621678.64,4379.3,937.0,427.0
2021-08-06,1354.0,8110054.42,5989.7,1438.0,937.0
2021-08-07,1331.0,6116257.23,4595.23,1245.0,832.0
2021-08-08,1183.0,6880489.0,5816.14,1126.0,843.0
2021-08-09,2460.0,10139564.7,4121.77,1758.0,1427.0
2021-08-10,770.0,10923347.94,14186.17,938.0,469.0
2021-08-11,2445.0,8517929.94,3483.82,1692.0,1310.0
2021-08-12,676.0,7523334.37,11129.19,813.0,365.0
2021-08-13,472.0,3695076.36,7828.55,640.0,289.0
2021-08-14,1565.0,17852950.74,11407.64,1356.0,875.0
2021-08-15,1282.0,9813964.54,7655.2,1348.0,606.0
2021-08-16,1464.0,8770878.66,5991.04,1450.0,858.0
2021-08-17,2149.0,10164854.42,4730.04,1951.0,1538.0
2021-08-18,1879.0,14977728.69,7971.12,1747.0,1419.0
2021-08-19,843.0,5019558.75,5954.4,998.0,463.0
2021-08-20,2127.0,27046284.51,12715.7,1895.0,1583.0
2021-08-21,4137.0,47294477.78,11432.07,2683.5,2127.0
2021-08-22,4161.0,33595257.56,8073.84,3472.0,1870.0
2021-08-23,7258.0,67906143.53,9356.04,5117.0,3699.0
2021-08-24,4398.0,49177501.15,11181.79,4014.0,2336.0
2021-08-25,3458.0,36433361.62,10535.96,2984.0,2263.0
2021-08-26,2212.0,34920713.86,15786.94,2305.0,1247.0
2021-08-27,3206.0,71234730.44,22219.19,3172.0,2273.0
2021-08-28,3352.0,50307287.95,15008.14,2914.0,2236.0
2021-08-29,1157.0,19074638.85,16486.29,1480.0,736.0
2021-08-30,4454.0,49227754.8,11052.48,3513.0,2659.0
2021-08-31,1270.0,23046560.85,18146.9,1567.0,754.0
2021-09-01,2185.0,19926484.18,9119.67,1781.0,1386.0
2021-09-02,606.0,9871137.36,16289.01,866.0,438.0
2021-09-03,1679.0,24999051.6,14889.25,1718.0,1415.0
2021-09-04,452.0,7391748.47,16353.43,669.0,324.0
2021-09-05,286.0,4200974.66,14688.72,435.0,207.0
2021-09-06,284.0,3182438.73,11205.77,379.0,181.0
2021-09-07,1298.0,3366681.16,2593.75,958.0,815.0
2021-09-08,325.0,5143935.92,15827.5,463.0,208.0
2021-09-09,1451.0,2796548.3,1927.32,965.0,826.0
2021-09-10,607.0,2438957.29,4018.05,671.0,523.0
2021-09-11,248.0,1223930.31,4935.2,353.0,165.0
2021-09-12,175.0,1200890.15,6862.23,266.0,128.0
2021-09-13,1895.0,22705505.17,11981.8,1572.0,1455.0
2021-09-14,2656.0,10443942.13,3932.21,1711.0,1405.0
2021-09-15,394.0,8991082.89,22820.01,524.0,260.0
2021-09-16,1462.0,18884031.84,12916.57,1445.0,1046.0
2021-09-17,685.0,3775455.56,5511.61,836.0,479.0
2021-09-18,253.0,5129289.84,20273.87,374.0,156.0
2021-09-19,203.0,2026739.21,9983.94,315.0,152.0
2021-09-20,181.0,3916342.09,21637.25,262.0,114.0
2021-09-21,1520.0,13544327.54,8910.74,1480.0,1302.0
2021-09-22,1303.0,2959681.42,2271.44,1080.0,830.0
2021-09-23,1159.0,3700551.07,3192.88,1119.0,724.0
2021-09-24,1864.0,3471858.48,1862.59,1666.0,1487.0
2021-09-25,307.0,1728430.36,5630.07,453.0,226.0
2021-09-26,312.0,7139557.24,22883.2,429.0,207.0
2021-09-27,2925.0,36742167.84,12561.42,2394.0,2204.0
2021-09-28,2612.0,38317730.56,14669.88,2191.0,1939.0
2021-09-29,435.0,11244675.41,25849.83,640.0,349.0
2021-09-30,1183.0,10787593.67,9118.85,1089.0,902.0
2021-10-01,2634.0,13593562.3,5160.81,1939.0,1666.0
2021-10-02,909.0,13981818.18,15381.54,1063.0,667.0
2021-10-03,426.0,5472621.47,12846.53,592.0,299.0
2021-10-04,316.0,3609124.62,11421.28,455.0,214.0
2021-10-05,504.0,2522432.79,5004.83,485.0,319.0
2021-10-06,1493.0,3153862.43,2112.43,1362.0,1275.0
2021-10-07,273.0,3811064.02,13959.94,423.0,215.0
2021-10-08,250.0,2360868.07,9443.47,355.0,172.0
2021-10-09,258.0,3821046.02,14810.26,391.0,185.0
2021-10-10,252.0,3228559.42,12811.74,372.0,173.0
2021-10-11,192.0,2312408.23,12043.79,291.0,129.0
2021-10-12,201.0,1556288.18,7742.73,295.0,145.0
2021-10-13,1320.0,3447716.52,2611.91,987.0,820.0
2021-10-14,277.0,2639340.45,9528.3,374.0,166.0
2021-10-15,353.0,2182386.15,6182.4,383.0,230.0
2021-10-16,206.0,711190.98,3452.38,231.0,139.0
2021-10-17,151.0,1374515.01,9102.75,188.0,93.0
2021-10-18,95.0,915948.4,9641.56,149.0,74.0
2021-10-19,909.0,3906639.53,4297.73,676.0,598.0
2021-10-20,238.0,833986.27,3504.14,281.0,183.0
2021-10-21,1797.0,3299256.92,1835.98,1188.0,1096.0
2021-10-22,206.0,1050811.45,5101.03,312.0,157.0
2021-10-23,177.0,2008918.08,11349.82,242.0,104.0
2021-10-24,138.0,1933563.07,14011.33,216.0,99.0
2021-10-25,111.0,1777137.42,16010.25,181.0,85.0
2021-10-26,247.0,1641958.23,6647.6,267.0,163.0
2021-10-27,99.0,499544.65,5045.91,135.0,78.0
2021-10-28,160.0,593787.13,3711.17,187.0,119.0
2021-10-29,693.0,1584924.1,2287.05,466.0,406.0
2021-10-30,678.0,1176852.96,1735.77,513.0,414.0
2021-10-31,135.0,370735.07,2746.19,174.0,67.0
2021-11-01,99.0,453975.61,4585.61,137.0,69.0
2021-11-02,156.0,2269985.42,14551.19,156.0,88.0
2021-11-03,161.0,943891.18,5862.68,147.0,76.0
2021-11-04,137.0,1194483.37,8718.86,177.0,96.0
2021-11-05,466.0,1745619.97,3745.97,368.0,279.0
2021-11-06,205.0,677185.26,3303.34,197.0,126.0
2021-11-07,187.0,1092750.78,5843.59,202.0,107.0
2021-11-08,1638.0,23132238.26,14122.25,1311.0,1225.0
2021-11-09,364.0,4122497.28,11325.54,480.0,267.0
2021-11-10,173.0,2511033.55,14514.64,241.0,128.0
2021-11-11,303.0,1159520.27,3826.8,321.0,168.0
2021-11-12,395.0,4076974.63,10321.45,337.0,203.0
2021-11-13,443.0,3678295.33,8303.15,387.0,252.0
2021-11-14,542.0,4161334.18,7677.74,516.0,335.0
2021-11-15,1960.0,13175619.57,6722.25,1391.0,1280.0
2021-11-16,2693.0,4132724.97,1534.62,1794.0,1605.0
2021-11-17,847.0,4089485.65,4828.2,939.0,435.0
2021-11-18,167.0,1525475.62,9134.58,270.0,122.0
2021-11-19,484.0,1472817.54,3043.01,491.0,235.0
2021-11-20,359.0,1062820.92,2960.5,396.0,210.0
2021-11-21,262.0,1077761.45,4113.59,316.0,155.0
2021-11-22,1416.0,4489913.18,3170.84,1003.0,909.0
2021-11-23,802.0,1257810.2,1568.34,645.0,492.0
2021-11-24,269.0,622148.23,2312.82,292.0,176.0
2021-11-25,136.0,445568.63,3276.24,186.0,97.0
2021-11-26,142.0,459116.92,3233.22,205.0,110.0
2021-11-27,184.0,425822.65,2314.25,250.0,145.0
2021-11-28,126.0,321527.38,2551.8,188.0,86.0
2021-11-29,1649.0,7818139.32,4741.14,1214.0,1080.0
2021-11-30,407.0,2489013.29,6115.51,521.0,255.0
2021-12-01,129.0,1313214.47,10179.96,172.0,72.0
2021-12-02,191.0,624586.76,3270.09,216.0,136.0
2021-12-03,94.0,442338.36,4705.73,142.0,72.0
2021-12-04,117.0,450372.65,3849.34,166.0,83.0
2021-12-05,167.0,501294.44,3001.76,194.0,104.0
2021-12-06,1774.0,4249970.4,2395.7,1115.0,998.0
2021-12-07,1405.0,3523887.56,2508.11,1126.0,924.0
2021-12-08,526.0,1305696.33,2482.31,609.0,338.0
2021-12-09,1381.0,3975881.95,2878.99,1171.0,1017.0
2021-12-10,356.0,910439.45,2557.41,455.0,269.0
2021-12-11,238.0,642777.32,2700.75,300.0,154.0
2021-12-12,189.0,485082.59,2566.57,254.0,135.0
2021-12-13,1697.0,6139171.27,3617.66,1353.0,1236.0
2021-12-14,1753.0,1947837.52,1111.15,1273.0,1078.0
2021-12-15,444.0,1276963.82,2876.04,486.0,251.0
2021-12-16,517.0,1094360.3,2116.75,545.0,303.0
2021-12-17,884.0,1580953.83,1788.41,747.0,546.0
2021-12-18,494.0,791698.26,1602.63,449.0,255.0
2021-12-19,260.0,564120.91,2169.7,326.0,155.0
2021-12-20,1888.0,7301291.36,3867.21,1656.0,1458.0
2021-12-21,585.0,1128642.89,1929.3,622.0,335.0
2021-12-22,530.0,1631380.9,3078.08,544.0,251.0
2021-12-23,382.0,1600516.87,4189.83,456.0,191.0
2021-12-24,383.0,1007623.42,2630.87,482.0,207.0
2021-12-25,408.0,2432276.57,5961.46,451.0,190.0
2021-12-26,2726.0,3343453.33,1226.51,1357.0,1083.0
2021-12-27,1277.0,6335547.89,4961.27,1352.0,588.0
2021-12-28,422.0,816717.88,1935.35,459.0,220.0
2021-12-29,345.0,2001008.24,5800.02,434.0,208.0
2021-12-30,303.0,668910.64,2207.63,369.0,173.0
2021-12-31,576.0,1974843.05,3428.55,461.0,224.0
2022-01-01,531.0,2166382.21,4079.82,559.0,231.0
2022-01-02,200.0,1316559.39,6582.8,264.0,125.0
2022-01-03,255.0,630046.27,2470.77,252.0,146.0
2022-01-04,128.0,438928.87,3429.13,164.0,81.0
2022-01-05,127.0,543639.84,4280.63,174.0,86.0
2022-01-06,187.0,1312254.86,7017.41,238.0,133.0
2022-01-07,482.0,984047.38,2041.59,437.0,291.0
2022-01-08,141.0,569067.61,4035.94,208.0,104.0
2022-01-09,100.0,738658.84,7386.59,150.0,70.0
2022-01-10,1628.0,13930865.19,8557.04,1360.0,1250.0
2022-01-11,802.0,1729483.23,2156.46,672.0,502.0
2022-01-12,265.0,675248.11,2548.11,340.0,184.0
2022-01-13,202.0,1134277.44,5615.23,278.0,144.0
2022-01-14,138.0,261589.59,1895.58,192.0,101.0
2022-01-15,170.0,522103.96,3071.2,220.0,104.0
2022-01-16,202.0,488242.29,2417.04,234.0,120.0
2022-01-17,163.0,417444.66,2561.01,222.0,111.0
2022-01-18,181.0,554419.55,3063.09,237.0,122.0
2022-01-19,131.0,299793.94,2288.5,171.0,88.0
2022-01-20,190.0,446351.28,2349.22,219.0,121.0
2022-01-21,240.0,694320.73,2893.0,218.0,99.0
2022-01-22,93.0,351400.58,3778.5,145.0,70.0
2022-01-23,70.0,117220.59,1674.58,114.0,53.0
2022-01-24,1417.0,2698455.94,1904.34,891.0,816.0
2022-01-25,294.0,606472.75,2062.83,434.0,202.0
2022-01-26,295.0,873277.74,2960.26,365.0,140.0
2022-01-27,231.0,687475.43,2976.08,303.0,132.0
2022-01-28,714.0,2998724.92,4199.89,679.0,427.0
2022-01-29,421.0,985134.06,2339.99,550.0,230.0
2022-01-30,174.0,608633.38,3497.89,257.0,124.0
2022-01-31,1511.0,6358957.59,4208.44,1089.0,987.0
2022-02-01,593.0,2602709.06,4389.05,803.0,414.0
2022-02-02,232.0,909052.88,3918.33,350.0,156.0
2022-02-03,2927.0,2562244.55,875.38,1976.0,1780.0
2022-02-04,328.0,876787.73,2673.13,446.0,223.0
2022-02-05,192.0,1084592.17,5648.92,277.0,126.0
2022-02-06,163.0,815306.15,5001.88,247.0,106.0
2022-02-07,1315.0,1025585.49,779.91,867.0,752.0
2022-02-08,378.0,1065868.63,2819.76,443.0,278.0
2022-02-09,181.0,1114760.71,6158.9,255.0,106.0
2022-02-10,456.0,2105619.32,4617.59,445.0,289.0
2022-02-11,502.0,1164346.69,2319.42,483.0,322.0
2022-02-12,269.0,1517180.62,5640.08,333.0,153.0
2022-02-13,131.0,899009.92,6862.67,199.0,97.0
2022-02-14,1561.0,1749559.21,1120.79,963.0,880.0
2022-02-15,258.0,608974.46,2360.37,359.0,167.0
2022-02-16,151.0,303751.64,2011.6,219.0,114.0
2022-02-17,151.0,438458.51,2903.7,208.0,94.0
2022-02-18,122.0,437699.83,3587.7,191.0,85.0
2022-02-19,63.0,238593.76,3787.2,104.0,53.0
2022-02-20,48.0,162962.06,3395.04,83.0,39.0
2022-02-21,48.0,145162.4,3024.22,75.0,38.0
2022-02-22,873.0,685157.73,784.83,729.0,679.0
2022-02-23,173.0,546356.95,3158.13,253.0,108.0
2022-02-24,332.0,274811.38,827.75,287.0,200.0
2022-02-25,308.0,212134.85,688.75,292.0,215.0
2022-02-26,138.0,277205.67,2008.74,172.0,75.0
2022-02-27,117.0,371049.18,3171.36,146.0,82.0
2022-02-28,91.0,216032.47,2373.98,129.0,52.0
2022-03-01,1351.0,1107417.03,819.7,945.0,867.0
2022-03-02,162.0,147772.43,912.18,221.0,100.0
2022-03-03,278.0,255322.52,918.43,276.0,182.0
2022-03-04,375.0,138126.37,368.34,275.0,191.0
2022-03-05,150.0,76506.22,510.04,147.0,83.0
2022-03-06,106.0,156221.63,1473.79,133.0,67.0
2022-03-07,110.0,628092.82,5709.93,125.0,66.0
2022-03-08,148.0,828427.63,5597.48,172.0,90.0
2022-03-09,126.0,255012.95,2023.91,159.0,82.0
2022-03-10,236.0,362499.28,1536.01,258.0,104.0
2022-03-11,523.0,427256.55,816.93,329.0,251.0
2022-03-12,365.0,245395.3,672.32,270.0,191.0
2022-03-13,128.0,383600.38,2996.88,180.0,80.0
2022-03-14,134.0,386569.62,2884.85,172.0,77.0
