DateTime,Number of sales,Sales USD,Average USD,Active market wallets,Unique buyers
2022-03-15,373.0,1074657.08,2881.12,349.0,287.0
2022-03-16,108.0,264957.28,2453.31,161.0,83.0
2022-03-17,177.0,564945.91,3191.78,170.0,95.0
2022-03-18,447.0,897341.98,2007.48,342.0,268.0
2022-03-19,372.0,329575.31,885.96,307.0,215.0
2022-03-20,126.0,124954.8,991.7,117.0,70.0
2022-03-21,1669.0,4696829.24,2814.16,1039.0,956.0
2022-03-22,1583.0,1369690.95,865.25,1005.0,845.0
2022-03-23,285.0,1243258.59,4362.31,324.0,161.0
2022-03-24,235.0,2129659.96,9062.38,232.0,128.0
2022-03-25,885.0,1871504.65,2114.69,577.0,455.0
2022-03-26,185.0,367694.67,1987.54,273.0,136.0
2022-03-27,159.0,256824.55,1615.25,219.0,128.0
2022-03-28,110.0,421070.02,3827.91,139.0,80.0
2022-03-29,1350.0,1566428.01,1160.32,948.0,885.0
2022-03-30,214.0,263076.01,1229.33,308.0,142.0
2022-03-31,122.0,428862.5,3515.27,190.0,100.0
2022-04-01,101.0,453303.23,4488.15,156.0,68.0
2022-04-02,182.0,751751.06,4130.5,221.0,80.0
2022-04-03,160.0,201158.68,1257.24,208.0,88.0
2022-04-04,125.0,147651.75,1181.21,157.0,67.0
2022-04-05,712.0,1044985.37,1467.68,424.0,346.0
2022-04-06,584.0,490404.52,839.73,750.0,275.0
2022-04-07,464.0,286841.02,618.19,470.0,259.0
2022-04-08,268.0,387208.11,1444.81,274.0,172.0
2022-04-09,178.0,375531.73,2109.73,219.0,104.0
2022-04-10,134.0,97752.19,729.49,156.0,79.0
2022-04-11,109.0,467817.11,4291.9,153.0,72.0
2022-04-12,275.0,196517.67,714.61,260.0,184.0
2022-04-13,118.0,173908.1,1473.8,146.0,69.0
2022-04-14,727.0,358129.42,492.61,369.0,290.0
2022-04-15,1880.0,553286.01,294.3,850.0,742.0
2022-04-16,228.0,268390.61,1177.15,283.0,132.0
2022-04-17,176.0,610598.34,3469.31,233.0,105.0
2022-04-18,561.0,571953.94,1019.53,421.0,321.0
2022-04-19,220.0,186474.08,847.61,237.0,146.0
2022-04-20,218.46666666666667,189761.896,870.8966666666666,233.06666666666663,143.26666666666668
2022-04-21,216.9333333333333,193049.712,894.1833333333334,229.13333333333333,140.53333333333333
2022-04-22,215.4,196337.528,917.47,225.2,137.8
2022-04-23,213.86666666666667,199625.344,940.7566666666668,221.26666666666668,135.06666666666666
2022-04-24,212.33333333333331,202913.16,964.0433333333334,217.33333333333331,132.33333333333334
2022-04-25,210.8,206200.976,987.33,213.4,129.6
2022-04-26,209.26666666666665,209488.792,1010.6166666666668,209.46666666666667,126.86666666666667
2022-04-27,207.7333333333333,212776.608,1033.9033333333334,205.53333333333333,124.13333333333333
2022-04-28,206.2,216064.424,1057.19,201.6,121.4
2022-04-29,204.66666666666663,219352.24,1080.4766666666667,197.66666666666669,118.66666666666666
2022-04-30,203.13333333333333,222640.056,1103.763333333333,193.73333333333332,115.93333333333334
2022-05-01,201.6,225927.872,1127.0500000000002,189.8,113.2
2022-05-02,200.06666666666663,229215.688,1150.3366666666668,185.86666666666667,110.46666666666668
2022-05-03,198.53333333333333,232503.504,1173.6233333333334,181.9333333333333,107.73333333333332
2022-05-04,197.0,235791.32,1196.91,178.0,105.0
2022-05-05,279.0,2166964.1,7766.9,342.0,140.0
2022-05-06,888.0,4212423.39,4743.72,857.0,337.0
2022-05-07,2442.0,8562681.69,3506.42,1986.0,870.0
2022-05-08,388.0,680983.27,1755.11,338.0,172.0
2022-05-09,220.0,435130.92,1977.87,243.0,103.0
2022-05-10,223.0,507027.63,2273.67,233.0,114.0
2022-05-11,70.0,194489.85,2778.43,94.0,36.0
2022-05-12,103.0,787384.88,7644.51,130.0,66.0
2022-05-13,236.0,406283.95,1721.54,280.0,135.0
2022-05-14,133.0,131262.68,986.94,170.0,75.0
2022-05-15,190.0,245566.45,1292.45,177.0,93.0
2022-05-16,344.0,760271.82,2210.09,329.0,193.0
2022-05-17,181.0,610451.55,3372.66,235.0,118.0
2022-05-18,234.0,453675.03,1938.78,237.0,138.0
2022-05-19,450.0,545410.41,1212.02,299.0,181.0
2022-05-20,666.0,385434.87,578.73,381.0,248.0
2022-05-21,224.0,272068.53,1214.59,241.0,110.0
2022-05-22,162.0,392479.83,2422.71,207.0,88.0
2022-05-23,722.0,666837.17,923.6,474.0,341.0
2022-05-24,141.0,290982.95,2063.71,199.0,103.0
2022-05-25,967.0,1680085.13,1737.42,687.0,593.0
2022-05-26,182.0,355638.76,1954.06,238.0,107.0
2022-05-27,161.0,469990.21,2919.19,229.0,97.0
2022-05-28,394.0,206381.54,523.81,271.0,176.0
2022-05-29,146.0,135225.46,926.2,172.0,82.0
2022-05-30,168.0,289437.31,1722.84,202.0,76.0
2022-05-31,179.0,173850.12,971.23,216.0,81.0
2022-06-01,429.0,224096.48,522.37,317.0,233.0
2022-06-02,142.0,196248.46,1382.03,179.0,80.0
2022-06-03,562.0,330554.51,588.18,447.0,329.0
2022-06-04,156.0,159715.51,1023.82,222.0,108.0
2022-06-05,134.0,82209.89,613.51,172.0,75.0
2022-06-06,377.0,330557.64,876.81,353.0,276.0
2022-06-07,141.0,258365.89,1832.38,191.0,85.0
2022-06-08,787.0,781065.87,992.46,570.0,471.0
2022-06-09,132.0,144869.05,1097.49,196.0,85.0
2022-06-10,208.0,1004064.77,4827.23,231.0,124.0
2022-06-11,132.0,304306.41,2305.35,191.0,82.0
2022-06-12,125.0,231965.7,1855.73,175.0,80.0
2022-06-13,833.0,1687942.63,2026.34,488.0,375.0
2022-06-14,154.0,494223.48,3209.24,220.0,100.0
2022-06-15,213.0,476704.17,2238.05,247.0,118.0
2022-06-16,149.0,201488.2,1352.27,187.0,100.0
2022-06-17,254.0,355517.58,1399.68,275.0,159.0
2022-06-18,200.0,523008.65,2615.04,250.0,110.0
2022-06-19,411.0,616106.87,1499.04,437.0,149.0
2022-06-20,548.0,1344478.17,2453.43,561.0,272.0
2022-06-21,390.0,984454.39,2524.24,468.0,199.0
2022-06-22,437.0,884923.09,2025.0,484.0,181.0
2022-06-23,378.0,483651.35,1279.5,432.0,192.0
2022-06-24,355.0,864295.22,2434.63,406.0,178.0
2022-06-25,261.0,236977.66,907.96,285.0,131.0
2022-06-26,191.0,330327.61,1729.46,220.0,107.0
2022-06-27,703.0,454158.86,646.03,468.0,346.0
2022-06-28,374.0,848166.41,2267.82,401.0,198.0
2022-06-29,941.0,1440960.41,1531.31,700.0,522.0
2022-06-30,428.0,346082.57,808.6,334.0,186.0
2022-07-01,659.0,589236.99,894.14,474.0,345.0
2022-07-02,267.0,403307.26,1510.51,287.0,149.0
2022-07-03,341.0,268836.67,788.38,266.0,153.0
2022-07-04,408.0,483167.79,1184.23,292.0,178.0
2022-07-05,305.0,485176.29,1590.74,309.0,166.0
2022-07-06,740.0,1048486.11,1416.87,636.0,356.0
2022-07-07,908.0,1473547.54,1622.85,701.0,403.0
2022-07-08,1262.0,1322106.94,1047.63,1004.0,690.0
2022-07-09,984.0,900797.34,915.44,734.0,403.0
2022-07-10,520.0,1011222.93,1944.66,548.0,265.0
2022-07-11,1501.0,1387689.82,924.51,1093.0,888.0
2022-07-12,610.0,1374043.06,2252.53,596.0,273.0
2022-07-13,2592.0,4173381.05,1610.1,1634.0,1296.0
2022-07-14,627.0,933742.62,1489.22,745.0,355.0
2022-07-15,635.0,1258201.23,1981.42,641.0,321.0
2022-07-16,397.0,729250.18,1836.9,440.0,228.0
2022-07-17,358.0,1420751.32,3968.58,400.0,181.0
2022-07-18,988.0,2044864.56,2069.7,847.0,606.0
2022-07-19,309.0,1037264.42,3356.84,395.0,186.0
2022-07-20,525.0,1216232.79,2316.63,472.0,329.0
2022-07-21,262.0,551701.32,2105.73,349.0,138.0
2022-07-22,854.0,794213.21,929.99,664.0,553.0
2022-07-23,311.0,1207613.27,3883.0,396.0,209.0
2022-07-24,119.0,176249.37,1481.09,176.0,85.0
2022-07-25,594.0,259758.25,437.3,476.0,381.0
2022-07-26,148.0,302653.21,2044.95,221.0,97.0
2022-07-27,842.0,3534519.54,4197.77,709.0,608.0
2022-07-28,206.0,774552.02,3759.96,278.0,136.0
2022-07-29,249.0,557278.09,2238.06,268.0,164.0
2022-07-30,128.0,457568.44,3574.75,183.0,95.0
2022-07-31,115.0,508197.42,4419.11,173.0,79.0
2022-08-01,989.0,2982277.22,3015.45,677.0,571.0
2022-08-02,271.0,953165.03,3517.21,378.0,197.0
2022-08-03,384.0,584038.99,1520.93,353.0,237.0
2022-08-04,167.0,319966.74,1915.97,242.0,109.0
2022-08-05,529.0,449983.78,850.63,517.0,429.0
2022-08-06,152.0,267629.07,1760.72,224.0,106.0
2022-08-07,137.0,355025.84,2591.43,178.0,83.0
2022-08-08,552.0,979775.9,1774.96,446.0,359.0
2022-08-09,190.0,462609.67,2434.79,235.0,116.0
2022-08-10,1198.0,933817.51,779.48,740.0,640.0
2022-08-11,248.0,563216.23,2271.03,311.0,158.0
2022-08-12,523.0,474101.97,906.5,440.0,327.0
2022-08-13,160.0,193997.02,1212.48,215.0,106.0
2022-08-14,160.0,369025.36,2306.41,182.0,90.0
2022-08-15,207.0,551807.2,2665.74,239.0,128.0
2022-08-16,147.0,174692.45,1188.38,183.0,87.0
2022-08-17,729.0,513854.04,704.88,579.0,505.0
2022-08-18,161.0,225256.06,1399.11,161.0,77.0
2022-08-19,192.0,302880.36,1577.5,249.0,101.0
2022-08-20,140.0,205980.96,1471.29,176.0,91.0
2022-08-21,140.0,234848.92,1677.49,175.0,89.0
2022-08-22,583.0,724250.89,1242.28,450.0,355.0
2022-08-23,200.0,626375.32,3131.88,269.0,141.0
2022-08-24,655.0,513130.94,783.41,517.0,440.0
2022-08-25,248.0,432028.34,1742.05,313.0,145.0
2022-08-26,429.0,448634.42,1045.77,400.0,296.0
2022-08-27,237.0,556510.42,2348.15,290.0,131.0
2022-08-28,164.0,541255.28,3300.34,222.0,104.0
2022-08-29,161.0,307708.63,1911.23,210.0,108.0
2022-08-30,130.0,419919.51,3230.15,184.0,84.0
2022-08-31,144.0,407478.55,2829.71,183.0,104.0
2022-09-01,203.0,534017.98,2630.63,256.0,114.0
2022-09-02,191.0,400472.92,2096.72,217.0,128.0
2022-09-03,112.0,161330.72,1440.45,136.0,66.0
2022-09-04,83.0,188175.52,2267.17,108.0,50.0
2022-09-05,103.0,123520.49,1199.23,144.0,62.0
2022-09-06,101.0,101968.37,1009.59,121.0,56.0
2022-09-07,721.0,919430.19,1275.22,513.0,464.0
2022-09-08,249.0,500829.81,2011.36,317.0,152.0
2022-09-09,394.0,401228.21,1018.35,295.0,234.0
2022-09-10,127.0,258192.9,2033.01,186.0,95.0
2022-09-11,129.0,174262.06,1350.87,141.0,69.0
2022-09-12,774.0,565815.04,731.03,586.0,519.0
2022-09-13,151.0,167812.87,1111.34,210.0,98.0
2022-09-14,96.0,183339.14,1909.78,138.0,68.0
2022-09-15,107.0,166044.56,1551.82,140.0,71.0
2022-09-16,373.0,297062.99,796.42,306.0,239.0
2022-09-17,179.0,153458.39,857.31,227.0,120.0
2022-09-18,87.0,71500.37,821.84,130.0,62.0
2022-09-19,410.0,340693.8,830.96,374.0,292.0
2022-09-20,146.0,268618.85,1839.86,212.0,96.0
2022-09-21,654.0,1082645.82,1655.42,549.0,459.0
2022-09-22,159.0,909311.27,5718.94,220.0,98.0
2022-09-23,439.0,316827.98,721.7,294.0,209.0
2022-09-24,109.0,460798.98,4227.51,160.0,71.0
2022-09-25,137.0,409821.46,2991.4,168.0,60.0
2022-09-26,225.0,254850.97,1132.67,278.0,144.0
2022-09-27,186.0,327696.39,1761.81,225.0,108.0
2022-09-28,365.0,376745.79,1032.18,363.0,242.0
2022-09-29,177.0,330564.98,1867.6,232.0,105.0
2022-09-30,505.0,431946.11,855.34,333.0,254.0
2022-10-01,98.0,218921.89,2233.9,138.0,58.0
2022-10-02,132.0,332797.66,2521.19,161.0,81.0
2022-10-03,328.0,253553.61,773.03,276.0,201.0
2022-10-04,195.0,274704.04,1408.74,228.0,100.0
2022-10-05,991.0,1025554.72,1034.87,681.0,570.0
2022-10-06,373.0,854467.84,2290.8,459.0,198.0
2022-10-07,875.0,989950.21,1131.37,602.0,458.0
2022-10-08,187.0,425495.49,2275.38,249.0,109.0
2022-10-09,124.0,86208.67,695.23,173.0,63.0
2022-10-10,152.0,467424.93,3075.16,213.0,101.0
2022-10-11,207.0,300566.9,1452.01,204.0,112.0
2022-10-12,704.0,632134.19,897.92,557.0,439.0
2022-10-13,192.0,715385.32,3725.97,243.0,114.0
2022-10-14,615.0,669453.58,1088.54,539.0,382.0
2022-10-15,169.0,201763.79,1193.87,225.0,96.0
2022-10-16,104.0,91283.26,877.72,155.0,64.0
2022-10-17,380.0,568944.32,1497.22,369.0,281.0
2022-10-18,175.0,335404.98,1916.6,240.0,103.0
2022-10-19,736.0,813893.12,1105.83,575.0,486.0
2022-10-20,164.0,395641.96,2412.45,227.0,100.0
2022-10-21,158.0,311943.84,1974.33,213.0,119.0
2022-10-22,135.0,150680.87,1116.15,184.0,95.0
2022-10-23,177.0,245935.45,1389.47,224.0,91.0
2022-10-24,308.0,527440.72,1712.47,313.0,145.0
2022-10-25,521.0,615168.3,1180.75,494.0,176.0
2022-10-26,407.0,694743.0,1706.99,400.0,232.0
2022-10-27,299.0,471894.85,1578.24,358.0,143.0
2022-10-28,248.0,859081.81,3464.04,320.0,147.0
2022-10-29,183.0,551792.92,3015.26,249.0,117.0
2022-10-30,237.0,205056.38,865.22,287.0,135.0
2022-10-31,791.0,1454400.9,1838.69,577.0,448.0
2022-11-01,593.0,1594816.11,2689.4,531.0,326.0
2022-11-02,350.0,1032984.51,2951.38,394.0,163.0
2022-11-03,3883.0,1925239.69,495.81,2695.0,1236.0
2022-11-04,3776.0,1934453.66,512.3,2648.0,1111.0
2022-11-05,2817.0,2545579.82,903.65,2245.0,869.0
2022-11-06,2293.0,1567248.08,683.49,1847.0,654.0
2022-11-07,3861.0,3064973.06,793.83,2892.0,1166.0
2022-11-08,2683.0,1621262.59,604.27,2060.0,851.0
2022-11-09,908.0,815917.57,898.59,843.0,359.0
2022-11-10,618.0,423365.6,685.06,637.0,253.0
2022-11-11,461.0,327895.42,711.27,503.0,204.0
2022-11-12,568.0,360567.8,634.8,547.0,336.0
2022-11-13,331.0,111311.54,336.29,350.0,164.0
2022-11-14,457.0,259318.89,567.44,459.0,193.0
2022-11-15,496.0,272506.91,549.41,476.0,211.0
2022-11-16,357.0,235587.93,659.91,379.0,174.0
2022-11-17,368.0,245542.57,667.24,384.0,179.0
2022-11-18,221.0,407554.22,1844.14,265.0,126.0
2022-11-19,220.0,289419.92,1315.55,271.0,124.0
2022-11-20,195.0,305246.42,1565.37,276.0,145.0
2022-11-21,229.0,275388.23,1202.57,298.0,133.0
2022-11-22,211.0,510844.72,2421.07,240.0,110.0
2022-11-23,151.0,171499.05,1135.76,176.0,74.0
2022-11-24,125.0,136083.95,1088.67,130.0,70.0
2022-11-25,195.0,155352.42,796.68,207.0,96.0
2022-11-26,132.0,356349.96,2699.62,127.0,72.0
2022-11-27,150.0,154403.13,1029.35,142.0,76.0
2022-11-28,104.0,677274.53,6512.26,151.0,81.0
2022-11-29,139.0,278226.28,2001.63,186.0,99.0
2022-11-30,229.0,403693.97,1762.86,274.0,143.0
2022-12-01,177.0,502165.25,2837.09,211.0,105.0
2022-12-02,189.0,360972.33,1909.91,231.0,128.0
2022-12-03,302.0,346318.32,1146.75,259.0,149.0
2022-12-04,139.0,396389.3,2851.72,186.0,96.0
2022-12-05,303.0,826825.3,2728.8,365.0,159.0
2022-12-06,193.0,409239.03,2120.41,260.0,125.0
2022-12-07,192.0,289296.32,1506.75,247.0,116.0
2022-12-08,197.0,271741.41,1379.4,257.0,121.0
2022-12-09,167.0,555097.82,3323.94,221.0,104.0
2022-12-10,188.0,163092.44,867.51,208.0,92.0
2022-12-11,163.0,246592.39,1512.84,200.0,96.0
2022-12-12,184.0,342324.16,1860.46,221.0,96.0
2022-12-13,174.0,331032.61,1902.49,237.0,109.0
