DateTime,Number of sales,Sales USD,Average USD,Active market wallets,Unique buyers
2019-08-06,1.0,174.62,174.62,2.0,1.0
2019-08-07,1.0,113.51,113.51,2.0,1.0
2019-08-09,16.0,1234.3,77.14,9.0,7.0
2019-08-10,5.0,1048.67,209.73,4.0,1.0
2019-08-11,6.0,836.34,139.39,4.0,1.0
2019-08-12,9.0,526.06,58.45,5.0,4.0
2019-08-13,4.0,215.34,53.83,6.0,4.0
2019-08-14,1.0,62.78,62.78,2.0,1.0
2019-08-21,1.0,137.39,137.39,2.0,1.0
2019-08-22,3.0,230.03,76.68,3.0,2.0
2019-08-27,3.0,235.47,78.49,2.0,1.0
2019-08-31,1.0,84.34,84.34,2.0,1.0
2019-09-01,1.0,43.02,43.02,2.0,1.0
2019-09-02,64.0,2817.0,44.02,5.0,3.0
2019-09-03,10.0,444.29,44.43,2.0,1.0
2019-09-04,2.0,178.83,89.41,2.0,1.0
2019-09-05,2.0,148.56,74.28,2.0,1.0
2019-09-08,8.0,355.71,44.46,2.0,1.0
2019-09-12,2.0,1876.99,938.5,4.0,2.0
2019-09-13,4.0,303.19,75.8,5.0,3.0
2019-09-14,1.0,115.98,115.98,2.0,1.0
2019-09-15,29.0,1468.78,50.65,5.0,3.0
2019-09-16,1.0,123.02,123.02,2.0,1.0
2019-09-17,6.0,604.68,100.78,7.0,3.0
2019-09-24,3.0,5610.0,1870.0,5.0,3.0
2019-09-25,2.0,163.61,81.81,4.0,2.0
2019-09-27,6.0,448.79,74.8,5.0,3.0
2019-09-28,6.0,286.94,47.82,4.0,3.0
2019-09-29,1.0,52.22,52.22,2.0,1.0
2019-10-04,2.0,123.8,61.9,4.0,2.0
2019-10-08,1.0,54.04,54.04,2.0,1.0
2019-10-12,5.0,503.74,100.75,4.0,1.0
2019-10-13,4.0,268.12,67.03,6.0,2.0
2019-10-14,1.0,45.32,45.32,2.0,1.0
2019-10-15,2.0,238.87,119.43,3.0,1.0
2019-10-18,1.0,53.24,53.24,2.0,1.0
2019-10-23,1.0,42.86,42.86,2.0,1.0
2019-10-24,2.0,113.11,56.55,4.0,2.0
2019-10-25,2.0,173.53,86.77,4.0,2.0
2019-10-26,2.0,99.8,49.9,3.0,2.0
2019-10-30,1.0,47.63,47.63,2.0,1.0
2019-10-31,1.0,54.94,54.94,2.0,1.0
2019-11-01,3.0,402.06,134.02,3.0,2.0
2019-11-02,7.0,385.35,55.05,8.0,5.0
2019-11-03,2.0,100.77,50.38,3.0,2.0
2019-11-04,3.0,400.01,133.34,4.0,2.0
2019-11-07,2.0,114.78,57.39,2.0,1.0
2019-11-08,1.0,74.73,74.73,2.0,1.0
2019-11-09,2.0,137.76,68.88,3.0,1.0
2019-11-10,1.0,64.74,64.74,2.0,1.0
2019-11-13,5.0,837.16,167.43,8.0,5.0
2019-11-17,1.0,80.36,80.36,2.0,1.0
2019-11-20,1.0,114.28,114.28,2.0,1.0
2019-11-21,2.0,101.39,50.69,3.0,2.0
2019-11-22,2.0,80.58,40.29,2.0,1.0
2019-11-23,41.0,1613.2,39.35,8.0,3.0
2019-11-25,3.0,152.17,50.72,5.0,2.0
2019-11-27,1.0,66.41,66.41,2.0,1.0
2019-11-29,1.0,75.3,75.3,2.0,1.0
2019-12-02,2.0,166.13,83.06,4.0,2.0
2019-12-04,2.0,111.82,55.91,4.0,2.0
2019-12-05,2.0,120.68,60.34,4.0,2.0
2019-12-08,11.0,618.01,56.18,9.0,4.0
2019-12-09,5.0,366.71,73.34,7.0,3.0
2019-12-10,5.0,312.55,62.51,6.0,3.0
2019-12-11,1.0,80.06,80.06,2.0,1.0
2019-12-16,2.0,105.24,52.62,3.0,2.0
2019-12-17,18.0,1031.26,57.29,13.0,10.0
2019-12-18,1.0,54.8,54.8,2.0,1.0
2019-12-20,2.0,108.87,54.43,4.0,2.0
2019-12-21,5.0,346.33,69.27,5.0,3.0
2019-12-22,4.0,233.56,58.39,5.0,2.0
2019-12-23,2.0,125.57,62.78,3.0,2.0
2019-12-24,2.0,244.8,122.4,3.0,2.0
2019-12-26,2.0,137.52,68.76,2.0,1.0
2019-12-27,2.0,689.5,344.75,4.0,2.0
2019-12-28,3.0,2846.78,948.93,4.0,3.0
2019-12-29,2.0,285.59,142.79,3.0,2.0
2019-12-30,18.0,1397.49,77.64,11.0,3.0
2019-12-31,8.0,556.74,69.59,7.0,4.0
2020-01-01,22.0,2507.51,113.98,17.0,12.0
2020-01-02,12.0,2941.12,245.09,15.0,8.0
2020-01-03,19.0,2688.28,141.49,18.0,8.0
2020-01-04,68.0,8706.05,128.03,32.0,13.0
2020-01-05,13.0,1617.69,124.44,14.0,8.0
2020-01-06,10.0,1969.73,196.97,13.0,7.0
2020-01-07,55.0,5391.88,98.03,32.0,11.0
2020-01-08,13.0,1951.72,150.13,14.0,5.0
2020-01-09,5.0,3420.34,684.07,7.0,3.0
2020-01-10,14.0,2619.32,187.09,22.0,13.0
2020-01-11,5.0,552.11,110.42,5.0,3.0
2020-01-12,5.0,783.75,156.75,7.0,4.0
2020-01-13,8.0,2122.0,265.25,12.0,7.0
2020-01-14,6.0,969.82,161.64,11.0,6.0
2020-01-15,7.0,1638.49,234.07,11.0,6.0
2020-01-16,39.0,7643.68,195.99,30.0,11.0
2020-01-17,12.0,8439.59,703.3,14.0,8.0
2020-01-18,17.0,3036.16,178.6,15.0,4.0
2020-01-19,6.0,950.94,158.49,8.0,3.0
2020-01-20,3.0,543.67,181.22,6.0,3.0
2020-01-21,4.0,874.88,218.72,8.0,4.0
2020-01-22,1.0,118.56,118.56,2.0,1.0
2020-01-23,6.0,719.87,119.98,5.0,3.0
2020-01-25,4.0,1543.09,385.77,7.0,4.0
2020-01-26,5.0,1199.88,239.98,8.0,5.0
2020-01-29,2.0,316.15,158.08,4.0,2.0
2020-01-30,3.0,402.5,134.17,5.0,3.0
2020-02-01,2.0,224.5,112.25,3.0,2.0
2020-02-02,4.0,466.62,116.66,8.0,4.0
2020-02-03,4.0,933.59,233.4,7.0,3.0
2020-02-04,1.0,139.14,139.14,2.0,1.0
2020-02-06,3.0,674.02,224.67,5.0,2.0
2020-02-07,8.0,2186.62,273.33,10.0,6.0
2020-02-08,6.0,1027.64,171.27,9.0,5.0
2020-02-09,7.0,2055.88,293.7,10.0,4.0
2020-02-10,5.0,3243.27,648.65,7.0,3.0
2020-02-11,3.0,782.48,260.82,6.0,3.0
2020-02-12,2.0,549.59,274.79,3.0,2.0
2020-02-13,1.0,240.72,240.72,2.0,1.0
2020-02-16,15.0,3285.45,219.03,13.0,4.0
2020-02-18,1.0,164.86,164.86,2.0,1.0
2020-02-19,1.0,161.59,161.59,2.0,1.0
2020-02-20,3.0,640.18,213.39,4.0,2.0
2020-02-23,2.0,357.59,178.79,4.0,2.0
2020-02-25,2.0,457.61,228.8,4.0,2.0
2020-02-26,2.0,261.75,130.87,3.0,1.0
2020-02-28,4.0,707.73,176.93,5.0,1.0
2020-02-29,1.0,133.58,133.58,2.0,1.0
2020-03-04,2.0,534.6,267.3,4.0,2.0
2020-03-06,2.0,409.37,204.69,3.0,2.0
2020-03-07,1.0,161.72,161.72,2.0,1.0
2020-03-08,2.0,300.65,150.33,4.0,2.0
2020-03-09,3.0,320.99,107.0,3.0,2.0
2020-03-10,1.0,117.69,117.69,2.0,1.0
2020-03-12,1.0,117.83,117.83,2.0,1.0
2020-03-13,9.0,599.18,66.58,4.0,2.0
2020-03-14,3.0,560.56,186.85,6.0,3.0
2020-03-15,2.0,178.22,89.11,4.0,2.0
2020-03-16,2.0,130.28,65.14,3.0,2.0
2020-03-21,2.0,207.04,103.52,2.0,1.0
2020-03-22,3.0,1458.27,486.09,6.0,3.0
2020-03-23,1.0,94.98,94.98,2.0,1.0
2020-03-24,1.0,27.13,27.13,2.0,1.0
2020-03-25,3.0,548.96,182.99,5.0,2.0
2020-03-26,2.0,136.29,68.14,2.0,1.0
2020-03-29,1.0,96.18,96.18,2.0,1.0
2020-03-30,1.0,69.45,69.45,2.0,1.0
2020-04-01,1.0,79.41,79.41,2.0,1.0
2020-04-03,1.0,142.4,142.4,2.0,1.0
2020-04-06,1.0,81.57,81.57,2.0,1.0
2020-04-07,1.0,118.43,118.43,2.0,1.0
2020-04-08,2.0,816.07,408.04,3.0,1.0
2020-04-10,2.0,224.98,112.49,3.0,1.0
2020-04-13,4.0,408.25,102.06,5.0,2.0
2020-04-17,9.0,1442.59,160.29,5.0,3.0
2020-04-18,4.0,765.34,191.33,4.0,3.0
2020-04-19,3.0,415.53,138.51,5.0,3.0
2020-04-21,2.0,226.31,113.16,4.0,2.0
2020-04-22,2.0,419.08,209.54,2.0,1.0
2020-04-23,4.0,1083.71,270.93,5.0,2.0
2020-04-24,3.0,866.82,288.94,4.0,1.0
2020-04-25,11.0,4389.12,399.01,10.0,8.0
2020-04-26,15.0,17716.83,1181.12,14.0,9.0
2020-04-27,13.0,2978.64,229.13,12.0,5.0
2020-04-28,9.0,1441.73,160.19,9.0,5.0
2020-04-29,7.0,3366.4,480.91,12.0,5.0
2020-04-30,1.0,143.84,143.84,2.0,1.0
2020-05-01,1.0,273.03,273.03,2.0,1.0
2020-05-02,6.0,1494.59,249.1,8.0,3.0
2020-05-03,8.0,2407.38,300.92,10.0,3.0
2020-05-04,3.0,658.02,219.34,4.0,2.0
2020-05-05,5.0,5109.14,1021.83,8.0,4.0
2020-05-07,5.0,1391.21,278.24,6.0,4.0
2020-05-08,8.0,2923.93,365.49,12.0,5.0
2020-05-09,15.0,5124.36,341.62,18.0,7.0
2020-05-10,17.0,8378.7,492.86,21.0,8.0
2020-05-11,6.0,1068.52,178.09,9.0,4.0
2020-05-12,2.0,456.53,228.26,4.0,2.0
2020-05-13,2.0,391.39,195.69,2.0,1.0
2020-05-14,46.0,14857.19,322.98,29.0,14.0
2020-05-15,15.0,3194.62,212.97,12.0,8.0
2020-05-16,17.0,20374.23,1198.48,20.0,10.0
2020-05-17,31.0,6547.73,211.22,20.0,8.0
2020-05-18,9.0,3502.38,389.15,13.0,6.0
2020-05-19,18.0,5157.01,286.5,17.0,7.0
2020-05-20,27.0,26041.13,964.49,28.0,13.0
2020-05-21,15.0,20460.79,1364.05,19.0,9.0
2020-05-22,92.0,26652.47,289.7,61.0,31.0
2020-05-23,14.0,13516.3,965.45,19.0,9.0
2020-05-24,39.0,34692.38,889.55,39.0,26.0
2020-05-25,23.0,6688.12,290.79,20.0,10.0
2020-05-26,66.0,23661.86,358.51,45.0,27.0
2020-05-27,64.0,33888.16,529.5,51.0,30.0
2020-05-28,17.0,26736.87,1572.76,20.0,13.0
2020-05-29,10.0,4442.46,444.25,16.0,10.0
2020-05-30,1.0,638.52,638.52,2.0,1.0
2020-05-31,3.0,916.87,305.62,4.0,3.0
2020-06-01,9.0,15684.85,1742.76,11.0,4.0
2020-06-02,6.0,3586.66,597.78,9.0,4.0
2020-06-03,4.0,1362.94,340.74,7.0,4.0
2020-06-06,3.0,1029.19,343.06,4.0,2.0
2020-06-07,2.0,597.19,298.59,4.0,2.0
2020-06-09,2.0,530.66,265.33,4.0,2.0
2020-06-10,1.0,244.74,244.74,2.0,1.0
2020-06-11,4.0,1001.13,250.28,6.0,4.0
2020-06-12,5.0,1814.65,362.93,8.0,4.0
2020-06-13,6.0,3611.5,601.92,11.0,6.0
2020-06-15,1.0,379.58,379.58,2.0,1.0
2020-06-16,1.0,268.69,268.69,2.0,1.0
2020-06-17,6.0,1677.45,279.57,7.0,4.0
2020-06-18,1.0,1631.63,1631.63,2.0,1.0
2020-06-19,3.0,480.82,160.27,3.0,2.0
2020-06-20,5.0,1892.46,378.49,8.0,4.0
2020-06-21,2.0,993.99,497.0,4.0,2.0
2020-06-22,5.0,1922.05,384.41,8.0,4.0
2020-06-23,10.0,2708.82,270.88,10.0,6.0
2020-06-25,3.0,1206.9,402.3,6.0,3.0
2020-06-26,4.0,821.16,205.29,5.0,4.0
2020-06-27,4.0,1671.36,417.84,6.0,4.0
2020-06-28,7.0,5089.44,727.06,9.0,2.0
2020-06-29,3.0,1003.69,334.56,6.0,3.0
2020-06-30,4.0,795.07,198.77,7.0,4.0
2020-07-01,3.0,681.11,227.04,4.0,3.0
2020-07-02,10.0,2951.38,295.14,9.0,6.0
2020-07-03,5.0,1804.33,360.87,10.0,5.0
2020-07-04,3.0,738.15,246.05,4.0,3.0
2020-07-05,3.0,2133.58,711.19,4.0,3.0
2020-07-06,2.0,633.49,316.75,4.0,2.0
2020-07-07,2.0,468.27,234.14,4.0,2.0
2020-07-09,4.0,1237.57,309.39,7.0,4.0
2020-07-10,4.0,1784.84,446.21,4.0,3.0
2020-07-11,4.0,2098.75,524.69,8.0,4.0
2020-07-12,2.0,529.06,264.53,4.0,2.0
2020-07-13,1.0,363.51,363.51,2.0,1.0
2020-07-14,1.0,238.24,238.24,2.0,1.0
2020-07-15,3.0,1666.91,555.64,6.0,3.0
2020-07-16,1.0,466.54,466.54,2.0,1.0
2020-07-17,2.0,463.69,231.84,4.0,2.0
2020-07-19,1.0,471.06,471.06,2.0,1.0
2020-07-20,1.0,536.24,536.24,2.0,1.0
2020-07-22,4.0,2120.12,530.03,6.0,2.0
2020-07-23,2.0,1062.27,531.14,4.0,2.0
2020-07-25,1.0,367.14,367.14,2.0,1.0
2020-07-28,2.0,675.55,337.77,4.0,2.0
2020-07-29,2.0,577.36,288.68,3.0,1.0
2020-07-30,6.0,1932.73,322.12,7.0,3.0
2020-07-31,7.0,2537.35,362.48,11.0,6.0
2020-08-01,3.0,2302.36,767.45,6.0,3.0
2020-08-02,2.0,770.54,385.27,2.0,1.0
2020-08-03,1.0,339.77,339.77,2.0,1.0
2020-08-04,7.0,2893.06,413.29,6.0,3.0
2020-08-05,3.0,1092.37,364.12,5.0,2.0
2020-08-06,2.0,711.88,355.94,4.0,2.0
2020-08-07,8.0,3368.56,421.07,10.0,5.0
2020-08-09,2.0,718.16,359.08,4.0,2.0
2020-08-12,2.0,777.85,388.93,4.0,2.0
2020-08-14,3.0,1355.62,451.87,5.0,2.0
2020-08-15,1.0,699.98,699.98,2.0,1.0
2020-08-16,4.0,1781.69,445.42,7.0,4.0
2020-08-17,2.0,915.64,457.82,3.0,2.0
2020-08-18,1.0,366.3,366.3,2.0,1.0
2020-08-20,2.0,371.09,185.54,4.0,2.0
2020-08-21,1.0,315.72,315.72,2.0,1.0
2020-08-22,4.0,1483.0,370.75,7.0,3.0
2020-08-23,10.0,3491.18,349.12,10.0,5.0
2020-08-24,3.0,2029.02,676.34,4.0,2.0
2020-08-25,6.0,7969.38,1328.23,8.0,3.0
2020-08-26,17.0,10195.91,599.76,16.0,12.0
2020-08-27,2.0,955.23,477.61,4.0,2.0
2020-08-28,4.0,1719.45,429.86,6.0,4.0
2020-08-29,3.0,1172.0,390.67,4.0,2.0
2020-08-30,1.0,484.84,484.84,2.0,1.0
2020-08-31,5.0,1979.2,395.84,7.0,3.0
2020-09-01,1.0,356.62,356.62,2.0,1.0
2020-09-02,1.0,367.17,367.17,2.0,1.0
2020-09-03,3.0,1558.73,519.58,6.0,3.0
2020-09-04,1.0,384.3,384.3,2.0,1.0
2020-09-06,19.0,62208.94,3274.15,21.0,10.0
2020-09-07,11.0,13503.6,1227.6,14.0,8.0
2020-09-08,6.0,2916.85,486.14,10.0,5.0
2020-09-09,14.0,9869.79,704.99,22.0,11.0
2020-09-10,16.0,7076.95,442.31,18.0,10.0
2020-09-11,109.0,60398.88,554.12,51.0,27.0
2020-09-12,29.0,50957.53,1757.16,34.0,15.0
2020-09-13,62.0,67080.6,1081.95,47.0,27.0
2020-09-14,193.0,160868.57,833.52,82.0,41.0
2020-09-15,98.0,154782.94,1579.42,77.0,42.0
2020-09-16,14.0,11846.29,846.16,17.0,9.0
2020-09-17,8.0,57957.74,7244.72,10.0,5.0
2020-09-18,27.0,41819.03,1548.85,35.0,20.0
2020-09-19,22.0,32402.03,1472.82,20.0,12.0
2020-09-20,97.0,95432.77,983.84,59.0,33.0
2020-09-21,13.0,17723.27,1363.33,17.0,10.0
2020-09-22,76.0,79758.31,1049.45,42.0,23.0
2020-09-23,79.0,61384.71,777.02,46.0,28.0
2020-09-24,329.0,366072.59,1112.68,104.0,62.0
2020-09-25,149.0,197207.48,1323.54,87.0,55.0
2020-09-26,113.0,135840.52,1202.13,68.0,35.0
2020-09-27,126.0,188139.41,1493.17,83.0,46.0
2020-09-28,314.0,651147.82,2073.72,158.0,91.0
2020-09-29,116.0,267852.12,2309.07,61.0,44.0
2020-09-30,40.0,100130.51,2503.26,43.0,22.0
2020-10-01,15.0,65313.02,4354.2,20.0,11.0
2020-10-02,42.0,74590.08,1775.95,36.0,21.0
2020-10-03,56.0,183458.11,3276.04,58.0,27.0
2020-10-04,51.0,91251.39,1789.24,29.0,19.0
2020-10-05,42.0,93036.22,2215.15,40.0,21.0
2020-10-06,26.0,45459.35,1748.44,30.0,19.0
2020-10-07,33.0,97103.57,2942.53,37.0,21.0
2020-10-08,35.0,72584.75,2073.85,36.0,26.0
2020-10-09,24.0,53352.62,2223.03,30.0,18.0
2020-10-10,13.0,28732.64,2210.2,21.0,10.0
2020-10-11,22.0,47534.34,2160.65,30.0,17.0
2020-10-12,23.0,56794.96,2469.35,25.0,14.0
2020-10-13,10.0,25227.72,2522.77,16.0,9.0
2020-10-14,8.0,19664.58,2458.07,12.0,8.0
2020-10-15,19.0,48272.68,2540.67,25.0,15.0
2020-10-16,14.0,39643.59,2831.68,23.0,12.0
2020-10-17,11.0,27347.83,2486.17,16.0,9.0
2020-10-18,4.0,9919.56,2479.89,7.0,4.0
2020-10-19,4.0,7633.72,1908.43,6.0,4.0
2020-10-20,3.0,7875.56,2625.19,6.0,3.0
2020-10-21,11.0,18655.41,1695.95,16.0,9.0
2020-10-22,5.0,20917.3,4183.46,10.0,5.0
2020-10-23,11.0,17563.57,1596.69,11.0,6.0
2020-10-24,14.0,22574.65,1612.48,16.0,9.0
2020-10-25,8.0,17808.72,2226.09,16.0,8.0
2020-10-26,4.0,9793.67,2448.42,8.0,4.0
2020-10-27,1.0,1307.2,1307.2,2.0,1.0
2020-10-28,1.0,19849.5,19849.5,2.0,1.0
2020-10-29,3.0,3818.63,1272.88,6.0,3.0
2020-10-30,4.0,7024.08,1756.02,5.0,2.0
2020-10-31,5.0,10025.8,2005.16,4.0,1.0
2020-11-01,2.0,14125.04,7062.52,4.0,2.0
2020-11-02,1.0,1205.91,1205.91,2.0,1.0
2020-11-03,2.0,12821.42,6410.71,4.0,2.0
2020-11-04,2.0,2918.18,1459.09,4.0,2.0
2020-11-05,2.0,2855.69,1427.84,3.0,2.0
2020-11-06,1.0,1531.97,1531.97,2.0,1.0
2020-11-07,7.0,16326.31,2332.33,10.0,7.0
2020-11-09,1.0,2721.42,2721.42,2.0,1.0
2020-11-10,3.0,4252.32,1417.44,5.0,2.0
2020-11-12,3.0,13105.45,4368.48,5.0,3.0
2020-11-13,2.0,73861.52,36930.76,4.0,2.0
2020-11-14,8.0,11675.71,1459.46,10.0,7.0
2020-11-15,6.0,11757.32,1959.55,10.0,6.0
2020-11-16,4.0,41614.24,10403.56,8.0,4.0
2020-11-17,6.0,15164.17,2527.36,10.0,5.0
2020-11-18,6.0,16947.48,2824.58,11.0,5.0
2020-11-19,7.0,45006.74,6429.53,11.0,4.0
2020-11-20,6.0,22698.84,3783.14,10.0,5.0
2020-11-21,1.0,1872.29,1872.29,2.0,1.0
2020-11-22,2.0,3564.88,1782.44,4.0,2.0
2020-11-23,5.0,16460.19,3292.04,7.0,5.0
2020-11-24,13.0,29156.93,2242.84,13.0,4.0
2020-11-25,4.0,7600.1,1900.02,7.0,4.0
2020-11-26,3.0,6145.55,2048.52,6.0,3.0
2020-11-27,1.0,1767.78,1767.78,2.0,1.0
2020-11-28,2.0,4751.57,2375.78,3.0,2.0
2020-11-29,1.0,1782.87,1782.87,2.0,1.0
2020-11-30,4.0,42132.63,10533.16,7.0,4.0
2020-12-02,1.0,10605.0,10605.0,2.0,1.0
2020-12-03,2.0,5513.27,2756.64,4.0,2.0
2020-12-05,3.0,20880.7,6960.23,6.0,3.0
2020-12-06,2.0,13240.78,6620.39,4.0,2.0
2020-12-07,2.0,24123.03,12061.51,4.0,2.0
2020-12-11,6.0,8559.96,1426.66,7.0,5.0
2020-12-12,3.0,1553.61,517.87,5.0,2.0
2020-12-13,3.0,6219.74,2073.25,4.0,2.0
2020-12-14,10.0,25331.52,2533.15,11.0,7.0
2020-12-15,1.0,1466.78,1466.78,2.0,1.0
2020-12-17,1.0,2317.81,2317.81,2.0,1.0
2020-12-18,9.0,22319.51,2479.95,12.0,6.0
2020-12-19,1.0,190.07,190.07,2.0,1.0
2020-12-20,1.0,1298.8,1298.8,2.0,1.0
2020-12-21,3.0,7153.13,2384.38,6.0,3.0
2020-12-22,36.0,98123.91,2725.66,41.0,15.0
2020-12-23,15.0,87097.86,5806.52,22.0,13.0
2020-12-24,15.0,111003.97,7400.26,18.0,7.0
2020-12-25,15.0,174295.37,11619.69,21.0,7.0
2020-12-26,27.0,158948.88,5887.0,31.0,12.0
2020-12-27,21.0,82542.16,3930.58,31.0,15.0
2020-12-28,7.0,27035.99,3862.28,11.0,6.0
2020-12-29,11.0,41424.09,3765.83,20.0,10.0
2020-12-30,11.0,188870.32,17170.03,16.0,8.0
2020-12-31,26.0,59742.15,2297.78,25.0,21.0
2021-01-01,3.0,77835.88,25945.29,6.0,3.0
2021-01-02,5.0,19959.97,3991.99,9.0,4.0
2021-01-03,5.0,30225.4,6045.08,9.0,5.0
2021-01-04,13.0,104819.65,8063.05,19.0,11.0
2021-01-05,18.0,115704.41,6428.02,27.0,16.0
2021-01-06,18.0,350853.47,19491.86,23.0,10.0
2021-01-07,18.0,190500.26,10583.35,25.0,13.0
2021-01-08,12.0,73247.57,6103.96,22.0,12.0
2021-01-09,7.0,86477.55,12353.94,13.0,7.0
2021-01-10,20.0,276049.93,13802.5,26.0,14.0
2021-01-11,13.0,77224.9,5940.38,21.0,10.0
2021-01-12,16.0,115442.35,7215.15,20.0,9.0
2021-01-13,24.0,197965.42,8248.56,28.0,19.0
2021-01-14,14.0,75943.46,5424.53,14.0,10.0
2021-01-15,6.0,43911.67,7318.61,12.0,6.0
2021-01-16,9.0,94647.76,10516.42,14.0,7.0
2021-01-17,2.0,4930.05,2465.02,4.0,2.0
2021-01-18,15.0,255870.98,17058.07,19.0,13.0
2021-01-19,4.0,64042.91,16010.73,6.0,2.0
2021-01-20,5.0,54350.3,10870.06,9.0,4.0
2021-01-21,11.0,66169.54,6015.41,18.0,9.0
2021-01-22,8.0,57882.13,7235.27,12.0,7.0
2021-01-23,26.0,991648.1,38140.31,39.0,22.0
2021-01-24,28.0,418967.94,14963.14,42.0,22.0
2021-01-25,22.0,247190.85,11235.95,28.0,13.0
2021-01-26,26.0,205149.29,7890.36,42.0,21.0
2021-01-27,70.0,631199.47,9017.14,83.0,44.0
2021-01-28,16.0,302095.78,18880.99,27.0,14.0
2021-01-29,9.0,85644.1,9516.01,14.0,7.0
2021-01-30,19.0,256808.1,13516.22,25.0,12.0
2021-01-31,13.0,150558.06,11581.39,19.0,9.0
2021-02-01,32.0,370020.0,11563.13,41.0,21.0
2021-02-02,29.0,774433.28,26704.6,31.0,14.0
2021-02-03,34.0,453999.99,13352.94,50.0,29.0
2021-02-04,30.0,787686.63,26256.22,29.0,16.0
2021-02-05,25.0,557845.24,22313.81,34.0,16.0
2021-02-06,17.0,360992.21,21234.84,28.0,14.0
2021-02-07,11.0,507709.52,46155.41,19.0,10.0
2021-02-08,49.0,1020449.49,20825.5,61.0,31.0
2021-02-09,52.0,843798.7,16226.9,65.0,31.0
2021-02-10,21.0,366523.4,17453.5,28.0,16.0
2021-02-11,33.0,1368676.97,41475.06,44.0,21.0
2021-02-12,18.0,445215.91,24734.22,22.0,12.0
2021-02-13,82.0,1377617.81,16800.22,87.0,55.0
2021-02-14,192.0,4337504.84,22591.17,158.0,101.0
2021-02-15,108.0,2673581.37,24755.38,101.0,65.0
2021-02-16,75.0,1860257.23,24803.43,90.0,60.0
2021-02-17,177.0,4686065.66,26474.95,157.0,91.0
2021-02-18,132.0,6008291.5,45517.36,153.0,93.0
2021-02-19,110.0,6133492.15,55759.02,107.0,71.0
2021-02-20,102.0,3949962.07,38725.12,117.0,56.0
2021-02-21,272.0,11884153.5,43691.74,234.0,148.0
2021-02-22,185.0,11639900.18,62918.38,185.0,122.0
2021-02-23,80.0,3673675.22,45920.94,94.0,57.0
2021-02-24,68.0,3494294.88,51386.69,77.0,47.0
2021-02-25,38.0,1913468.46,50354.43,60.0,34.0
2021-02-26,23.0,1326734.7,57684.12,38.0,22.0
2021-02-27,43.0,2189824.68,50926.16,62.0,31.0
2021-02-28,50.0,2212733.93,44254.68,64.0,39.0
2021-03-01,28.0,1224472.72,43731.17,46.0,26.0
2021-03-02,45.0,3158729.34,70193.99,61.0,40.0
2021-03-03,42.0,2441025.35,58119.65,57.0,30.0
2021-03-04,34.0,2025014.04,59559.24,58.0,32.0
2021-03-05,56.0,2911762.55,51995.76,67.0,47.0
2021-03-06,21.0,840882.41,40042.02,33.0,19.0
2021-03-07,34.0,1294811.66,38082.7,49.0,24.0
2021-03-08,36.0,1773884.28,49274.56,57.0,30.0
2021-03-09,29.0,1375484.65,47430.51,44.0,22.0
2021-03-10,26.0,1346541.18,51790.05,37.0,17.0
2021-03-11,117.0,21219173.49,181360.46,129.0,74.0
2021-03-12,127.0,8981189.67,70718.03,140.0,86.0
2021-03-13,54.0,4081573.15,75584.69,86.0,47.0
2021-03-14,61.0,4569529.66,74910.32,93.0,50.0
2021-03-15,75.0,4498112.02,59974.83,95.0,48.0
2021-03-16,44.0,2802850.83,63701.16,63.0,37.0
2021-03-17,54.0,3625519.98,67139.26,69.0,43.0
2021-03-18,51.0,3186228.18,62475.06,74.0,43.0
2021-03-19,49.0,2577498.74,52602.02,68.0,35.0
2021-03-20,49.0,3017036.37,61572.17,59.0,41.0
2021-03-21,64.0,4317543.18,67461.61,92.0,58.0
2021-03-22,26.0,1410276.26,54241.39,44.0,26.0
2021-03-23,46.0,2963497.9,64423.87,52.0,32.0
2021-03-24,21.0,1053658.12,50174.2,35.0,20.0
2021-03-25,15.0,658441.87,43896.12,29.0,15.0
2021-03-26,15.0,731182.15,48745.48,28.0,14.0
2021-03-27,46.0,1857985.27,40390.98,57.0,35.0
2021-03-28,41.0,1789976.39,43657.96,54.0,34.0
2021-03-29,18.0,1525241.43,84735.64,28.0,15.0
2021-03-30,62.0,2358641.36,38042.6,69.0,52.0
2021-03-31,27.0,1074992.4,39814.53,45.0,25.0
2021-04-01,31.0,1324170.31,42715.17,40.0,22.0
2021-04-02,19.0,961812.48,50621.71,27.0,14.0
2021-04-03,20.0,892123.73,44606.19,35.0,18.0
2021-04-04,24.0,876569.06,36523.71,29.0,15.0
2021-04-05,48.0,2259249.62,47067.7,56.0,31.0
2021-04-06,31.0,1387590.37,44760.98,51.0,27.0
2021-04-07,30.0,1207590.03,40253.0,49.0,28.0
2021-04-08,164.0,9521768.14,58059.56,180.0,91.0
2021-04-09,82.0,5283632.54,64434.54,121.0,70.0
2021-04-10,38.0,2739738.09,72098.37,62.0,35.0
2021-04-11,63.0,4585001.32,72777.8,90.0,49.0
2021-04-12,64.0,4732578.15,73946.53,87.0,55.0
2021-04-13,76.0,5868149.17,77212.49,99.0,58.0
2021-04-14,50.0,3559798.59,71195.97,73.0,40.0
2021-04-15,54.0,3933043.76,72834.14,73.0,40.0
2021-04-16,42.0,3061938.54,72903.3,69.0,38.0
2021-04-17,48.0,2759243.34,57484.24,63.0,34.0
2021-04-18,36.0,2592873.77,72024.27,48.0,23.0
